poem,data,stereotype,original_lang
481,Whilst I thy babe chase thee afar behind;,0,English
481,"But if thou catch thy hope, turn back to me,",0,English
481,"And play the mother's part, kiss me, be kind;",0,English
481,"   So will I pray that thou mayst have thy 'Will,'",0,English
481,   If thou turn back and my loud crying still.,0,English
482,"Two loves I have of comfort and despair,",0,English
482,Which like two spirits do suggest me still:,0,English
482,"The better angel is a man right fair,",1,English
482,The worser spirit a woman coloured ill.,1,English
482,"To win me soon to hell, my female evil,",1,English
482,"Tempteth my better angel from my side,",0,English
482,"And would corrupt my saint to be a devil,",0,English
482,Wooing his purity with her foul pride.,0,English
482,"And whether that my angel be turned fiend,",0,English
482,"Suspect I may, yet not directly tell;",0,English
482,"But being both from me, both to each friend,",0,English
482,I guess one angel in another's hell:,0,English
482,"   Yet this shall I ne'er know, but live in doubt,",0,English
482,   Till my bad angel fire my good one out.,0,English
483,"Those lips that Love's own hand did make,",0,English
483,"Breathed forth the sound that said 'I hate',",0,English
483,To me that languished for her sake:,0,English
483,"But when she saw my woeful state,",0,English
483,"Straight in her heart did mercy come,",0,English
483,Chiding that tongue that ever sweet,0,English
483,Was used in giving gentle doom;,0,English
483,And taught it thus anew to greet;,0,English
483,"'I hate' she altered with an end,",0,English
483,"That followed it as gentle day,",0,English
483,"Doth follow night, who like a fiend",0,English
483,From heaven to hell is flown away.,0,English
483,"   'I hate', from hate away she threw,",0,English
483,"   And saved my life, saying 'not you'.",0,English
484,"Poor soul, the centre of my sinful earth,",0,English
484,"Being enslaved by these rebel powers that thee array,",0,English
484,"Why dost thou pine within and suffer dearth,",0,English
484,Painting thy outward walls so costly gay?,0,English
484,"Why so large cost, having so short a lease,",0,English
484,Dost thou upon thy fading mansion spend?,0,English
484,"Shall worms, inheritors of this excess,",0,English
484,Eat up thy charge? Is this thy body's end?,0,English
484,"Then soul, live thou upon thy servant's loss",0,English
484,And let that pine to aggravate thy store;,0,English
484,Buy terms divine in selling hours of dross;,0,English
484,"Within be fed, without be rich no more.",0,English
484,"So shalt thou feed on Death, that feeds on men,",0,English
484,"And, Death once dead, there's no more dying then.",0,English
485,"Thou blind fool, Love, what dost thou to mine eyes,",0,English
485,"That they behold, and see not what they see?",0,English
485,"They know what beauty is, see where it lies,",0,English
485,Yet what the best is take the worst to be.,0,English
485,"If eyes, corrupt by over-partial looks,",0,English
485,"Be anchored in the bay where all men ride,",0,English
485,"Why of eyes' falsehood hast thou forged hooks,",0,English
485,Whereto the judgment of my heart is tied?,0,English
485,"Why should my heart think that a several plot,",0,English
485,Which my heart knows the wide world's common place?,0,English
485,"Or mine eyes, seeing this, say this is not,",0,English
485,To put fair truth upon so foul a face?,0,English
485,"   In things right true my heart and eyes have erred,",0,English
485,   And to this false plague are they now transferred.,0,English
486,"My love is as a fever longing still,",0,English
486,For that which longer nurseth the disease;,0,English
486,"Feeding on that which doth preserve the ill,",0,English
486,The uncertain sickly appetite to please.,0,English
486,"My reason, the physician to my love,",0,English
486,"Angry that his prescriptions are not kept,",0,English
486,"Hath left me, and I desperate now approve",0,English
486,"Desire is death, which physic did except.",0,English
486,"Past cure I am, now Reason is past care,",0,English
486,And frantic-mad with evermore unrest;,0,English
486,"My thoughts and my discourse as madmen's are,",0,English
486,At random from the truth vainly expressed;,0,English
486,"   For I have sworn thee fair, and thought thee bright,",0,English
486,"   Who art as black as hell, as dark as night.",0,English
487,"O me! what eyes hath Love put in my head,",0,English
487,Which have no correspondence with true sight;,0,English
487,"Or, if they have, where is my judgment fled,",0,English
487,That censures falsely what they see aright?,0,English
487,"If that be fair whereon my false eyes dote,",0,English
487,What means the world to say it is not so?,0,English
487,"If it be not, then love doth well denote",0,English
487,"Love's eye is not so true as all men's: no,",0,English
487,"How can it? O! how can Love's eye be true,",0,English
487,That is so vexed with watching and with tears?,0,English
487,"No marvel then, though I mistake my view;",0,English
487,"The sun itself sees not, till heaven clears.",0,English
487,"   O cunning Love! with tears thou keep'st me blind,",0,English
487,   Lest eyes well-seeing thy foul faults should find.,0,English
488,"Canst thou, O cruel! say I love thee not,",0,English
488,When I against myself with thee partake?,0,English
488,"Do I not think on thee, when I forgot",0,English
488,"Am of my self, all tyrant, for thy sake?",0,English
488,"Who hateth thee that I do call my friend,",0,English
488,"On whom frown'st thou that I do fawn upon,",0,English
488,"Nay, if thou lour'st on me, do I not spend",0,English
488,Revenge upon myself with present moan?,0,English
488,"What merit do I in my self respect,",0,English
488,"That is so proud thy service to despise,",0,English
488,"When all my best doth worship thy defect,",0,English
488,Commanded by the motion of thine eyes?,0,English
488,"   But, love, hate on, for now I know thy mind,",0,English
488,"   Those that can see thou lov'st, and I am blind.",0,English
489,"O! from what power hast thou this powerful might,",0,English
489,With insufficiency my heart to sway?,0,English
489,"To make me give the lie to my true sight,",0,English
489,And swear that brightness doth not grace the day?,0,English
489,"Whence hast thou this becoming of things ill,",0,English
489,That in the very refuse of thy deeds,0,English
489,"There is such strength and warrantise of skill,",0,English
489,"That, in my mind, thy worst all best exceeds?",0,English
489,"Who taught thee how to make me love thee more,",0,English
489,The more I hear and see just cause of hate?,0,English
489,"O! though I love what others do abhor,",0,English
489,With others thou shouldst not abhor my state:,0,English
489,"   If thy unworthiness raised love in me,",0,English
489,   More worthy I to be beloved of thee.,0,English
490,"Love is too young to know what conscience is,",0,English
490,Yet who knows not conscience is born of love?,0,English
490,"Then, gentle cheater, urge not my amiss,",0,English
490,Lest guilty of my faults thy sweet self prove:,0,English
490,"For, thou betraying me, I do betray",0,English
490,My nobler part to my gross body's treason;,0,English
490,My soul doth tell my body that he may,0,English
490,"Triumph in love; flesh stays no farther reason,",0,English
490,"But rising at thy name doth point out thee,",0,English
490,"As his triumphant prize. Proud of this pride,",0,English
490,"He is contented thy poor drudge to be,",0,English
490,"To stand in thy affairs, fall by thy side.",0,English
490,   No want of conscience hold it that I call,0,English
490,"   Her love, for whose dear love I rise and fall.",0,English
491,"In loving thee thou know'st I am forsworn,",0,English
491,"But thou art twice forsworn, to me love swearing;",0,English
491,"In act thy bed-vow broke, and new faith torn,",0,English
491,In vowing new hate after new love bearing:,0,English
491,"But why of two oaths' breach do I accuse thee,",0,English
491,When I break twenty? I am perjured most;,0,English
491,"For all my vows are oaths but to misuse thee,",0,English
491,And all my honest faith in thee is lost:,0,English
491,"For I have sworn deep oaths of thy deep kindness,",0,English
491,"Oaths of thy love, thy truth, thy constancy;",0,English
491,"And, to enlighten thee, gave eyes to blindness,",0,English
491,Or made them swear against the thing they see;,0,English
